# Wordlist

# DATA
ID	DOCULECT	CONCEPT	NUMBER	CHINESE	VALUE	FORM	TOKENS	STRUCTURE
1785	Kuamasi	to guess	339	猜	tsʰai²¹	tsʰai²¹	tsʰ ai ²¹	i n t
1786	Zibusi (Daqing)	to guess	339	猜	tsʰai²¹	tsʰai²¹	tsʰ ai ²¹	i n t
1787	Laizisi (Moguang)	to guess	339	猜	tsʰai²¹	tsʰai²¹	tsʰ ai ²¹	i n t
1788	Sonaga (Xinfeng)	to guess	339	猜	tsʰa̠i²¹	tsʰa̠i²¹	tsʰ a̠i/ai ²¹	i n t
#
1634	Kua-nsi (Hedong)	to hang	310	挂(挂在墙上)	kua⁵⁵	kua⁵⁵	k w a ⁵⁵	i m n t
1635	Kuamasi	to hang	310	挂(挂在墙上)	kua⁵⁵	kua⁵⁵	k w a ⁵⁵	i m n t
1636	Zibusi (Daqing)	to hang	310	挂(挂在墙上)	kua⁵⁵	kua⁵⁵	k w a ⁵⁵	i m n t
1637	Laizisi (Moguang)	to hang	310	挂(挂在墙上)	kua⁵⁵	kua⁵⁵	k w a ⁵⁵	i m n t
1638	Sonaga (Xinfeng)	to hang	310	挂(挂在墙上)	kua⁵⁵	kua⁵⁵	k w a ⁵⁵	i m n t
#
1815	Kua-nsi (Hedong)	to hate	345	恨	xɯ̠³³	xɯ̠³³	x ɯ̠/ɯ ³³	i n t
1816	Kuamasi	to hate	345	恨	xɯ̠³³	xɯ̠³³	x ɯ̠/ɯ ³³	i n t
1817	Zibusi (Daqing)	to hate	345	恨	xɯ³³	xɯ³³	x ɯ ³³	i n t
1818	Laizisi (Moguang)	to hate	345	恨	xɯ̠³³	xɯ̠³³	x ɯ̠/ɯ ³³	i n t
1819	Sonaga (Xinfeng)	to hate	345	恨	ɡɯ³³	ɡɯ³³	g ɯ ³³	i n t
#
1841	Kua-nsi (Hedong)	to have	350	有	dza⁵⁵	dza⁵⁵	dz a ⁵⁵	i n t
1842	Kuamasi	to have	350	有	dʒa⁵⁵	dʒa⁵⁵	dʒ a ⁵⁵	i n t
1843	Zibusi (Daqing)	to have	350	有	dza⁵⁵	dza⁵⁵	dz a ⁵⁵	i n t
1844	Laizisi (Moguang)	to have	350	有	dʒa⁵⁵	dʒa⁵⁵	dʒ a ⁵⁵	i n t
1845	Sonaga (Xinfeng)	to have	350	有	dza⁵⁵, dʑi⁵⁵	dza⁵⁵	dz a ⁵⁵	i n t
1846	Sonaga (Xinfeng)	to have	350	有	dza⁵⁵, dʑi⁵⁵	dʑi⁵⁵	dʑ i ⁵⁵	i n t
#
1682	Kua-nsi (Hedong)	to heap	319	堆(堆积泥土)	dʑi³³	dʑi³³	dʑ i ³³	i n t
1683	Kuamasi	to heap	319	堆(堆积泥土)	dʑɯ³³	dʑɯ³³	dʑ ɯ ³³	i n t
1684	Zibusi (Daqing)	to heap	319	堆(堆积泥土)	dzɛ̃³³	dzɛ̃³³	dz ɛ̃ ³³	i n t
1685	Laizisi (Moguang)	to heap	319	堆(堆积泥土)	pia⁵⁵	pia⁵⁵	p j a ⁵⁵	i m n t
1686	Sonaga (Xinfeng)	to heap	319	堆(堆积泥土)	dzɛ̃³³	dzɛ̃³³	dz ɛ̃ ³³	i n t
#
1314	Kua-nsi (Hedong)	to hear	249	听见	dʑu²¹ ɣu³³	dʑu²¹ɣu³³	dʑ u ²¹ + ɣ u ³³	i n t + i n t
1315	Kuamasi	to hear	249	听见	dʑu²¹ piɛ³³	dʑu²¹piɛ³³	dʑ u ²¹ + p j ɛ ³³	i n t + i m n t
1316	Zibusi (Daqing)	to hear	249	听见	nua⁵⁵ tɕu²¹	nua⁵⁵tɕu²¹	n w a ⁵⁵ + tɕ u ²¹	i m n t + i n t
1317	Laizisi (Moguang)	to hear	249	听见	nua⁵⁵ tɕu²¹	nua⁵⁵tɕu²¹	n w a ⁵⁵ + tɕ u ²¹	i m n t + i n t
1318	Sonaga (Xinfeng)	to hear	249	听见	nu⁵⁵ dʑo²¹	nu⁵⁵dʑo²¹	n u ⁵⁵ + dʑ o ²¹	i n t + i n t
#
1723	Kua-nsi (Hedong)	to help	327	帮助	ɣu²¹ mɨ⁵⁵̪	ɣu²¹mɨ⁵⁵̪	ɣ u ²¹ + m ɨ ⁵⁵	i n t + i n t
1724	Kuamasi	to help	327	帮助	ȵia³³ a⁵⁵ tɕu³³	ȵia³³a⁵⁵tɕu³³	ȵ j a ³³ + a ⁵⁵ + tɕ u ³³	i m n t + n t + i n t
1725	Zibusi (Daqing)	to help	327	帮助	ȵia³³ a⁵⁵ dʑu³³	ȵia³³a⁵⁵dʑu³³	ȵ j a ³³ + a ⁵⁵ + dʑ u ³³	i m n t + n t + i n t
1726	Laizisi (Moguang)	to help	327	帮助	dzɿ⁵⁵ dʑu³³	dzɿ⁵⁵dʑu³³	dz ɿ ⁵⁵ + dʑ u ³³	i n t + i n t
1727	Sonaga (Xinfeng)	to help	327	帮助	dʑõ³³	dʑõ³³	dʑ õ ³³	i n t
#
1671	Kua-nsi (Hedong)	to hide (self)	317	藏/躲(自己)	zɿ³³	zɿ³³	z ɿ ³³	i n t
1672	Kuamasi	to hide (self)	317	藏/躲(自己)	pia³³	pia³³	p j a ³³	i m n t
1673	Zibusi (Daqing)	to hide (self)	317	藏/躲(自己)	pia³³	pia³³	p j a ³³	i m n t
1674	Laizisi (Moguang)	to hide (self)	317	藏/躲(自己)	pia³³	pia³³	p j a ³³	i m n t
1675	Sonaga (Xinfeng)	to hide (self)	317	藏/躲(自己)	ʔuɛ̠³³	ʔuɛ̠³³	ʔ w ɛ̠ ³³	i m n t
#
1665	Kua-nsi (Hedong)	to hide (thing)	316	藏(东西)	ka̠³³	ka̠³³	k a̠/a ³³	i n t
1666	Kuamasi	to hide (thing)	316	藏(东西)	tʃua⁵⁵, ka³³	tʃua⁵⁵	tʃ w a ⁵⁵	i m n t
1667	Kuamasi	to hide (thing)	316	藏(东西)	tʃua⁵⁵, ka³³	ka³³	k a ³³	i n t
1668	Zibusi (Daqing)	to hide (thing)	316	藏(东西)	tsua⁵⁵	tsua⁵⁵	ts w a ⁵⁵	i m n t
1669	Laizisi (Moguang)	to hide (thing)	316	藏(东西)	ka̠³³	ka̠³³	k a̠/a ³³	i n t
1670	Sonaga (Xinfeng)	to hide (thing)	316	藏(东西)	tsãi⁵⁵	tsãi⁵⁵	ts ãi ⁵⁵	i n t
#
1744	Kua-nsi (Hedong)	to hit	331	打(打人)	ti²¹	ti²¹	t i ²¹	i n t
1745	Kuamasi	to hit	331	打(打人)	ti²¹	ti²¹	t i ²¹	i n t
1746	Zibusi (Daqing)	to hit	331	打(打人)	tai²¹	tai²¹	t ai ²¹	i n t
1747	Laizisi (Moguang)	to hit	331	打(打人)	luai²¹	luai²¹	l w ai ²¹	i m n t
1748	Sonaga (Xinfeng)	to hit	331	打(打人)	diɛ̠²¹	diɛ̠²¹	d j ɛ̠ ²¹	i m n t
#
1546	Kua-nsi (Hedong)	to hit (a target)	293	中(射中)	za³³	za³³	z a ³³	i n t
1547	Kuamasi	to hit (a target)	293	中(射中)	ɣu³³	ɣu³³	ɣ u ³³	i n t
1548	Zibusi (Daqing)	to hit (a target)	293	中(射中)	da²¹	da²¹	d a ²¹	i n t
1549	Laizisi (Moguang)	to hit (a target)	293	中(射中)	da²¹	da²¹	d a ²¹	i n t
1550	Sonaga (Xinfeng)	to hit (a target)	293	中(射中)	dza²¹	dza²¹	dz a ²¹	i n t
#
1536	Kua-nsi (Hedong)	to hunt	291	打猎	ɿ²¹ ɡa̠²¹	ɿ²¹ɡa̠²¹	ɿ ²¹ + g a̠/a ²¹	n t + i n t
1537	Kuamasi	to hunt	291	打猎	ʃo̠²¹ tʰɯ̃³³	ʃo̠²¹tʰɯ̃³³	ʃ o̠/o ²¹ + tʰ ɯ̃ ³³	i n t + i n t
1538	Zibusi (Daqing)	to hunt	291	打猎	so²¹ ɡa²¹	so²¹ɡa²¹	s o ²¹ + g a ²¹	i n t + i n t
1539	Laizisi (Moguang)	to hunt	291	打猎	tʃʰɿ⁵⁵ ɡa²¹	tʃʰɿ⁵⁵ɡa²¹	tʃʰ ɿ ⁵⁵ + g a ²¹	i n t + i n t
1540	Sonaga (Xinfeng)	to hunt	291	打猎	ʑi²¹ vɛ³³ diɛ²¹	ʑi²¹vɛ³³diɛ²¹	ʑ i ²¹ + v ɛ ³³ + d j ɛ ²¹	i n t + i n t + i m n t
#
1931	Kua-nsi (Hedong)	to jump	367	跳	tʰiɑu³³	tʰiɑu³³	tʰ j ɑu ³³	i m n t
1932	Kuamasi	to jump	367	跳	tʰju³³	tʰju³³	tʰ j u ³³	i m n t
1933	Zibusi (Daqing)	to jump	367	跳	tʰiɑu³³	tʰiɑu³³	tʰ j ɑu ³³	i m n t
1934	Laizisi (Moguang)	to jump	367	跳	tʰju³³	tʰju³³	tʰ j u ³³	i m n t
1935	Sonaga (Xinfeng)	to jump	367	跳	tsu³³	tsu³³	ts u ³³	i n t
#
1436	Kua-nsi (Hedong)	to kick	272	踢	tsʰua³³	tsʰua³³	tsʰ w a ³³	i m n t
1437	Kuamasi	to kick	272	踢	tʰua³³	tʰua³³	tʰ w a ³³	i m n t
1438	Zibusi (Daqing)	to kick	272	踢	tʰua³³	tʰua³³	tʰ w a ³³	i m n t
1439	Laizisi (Moguang)	to kick	272	踢	tɯ⁵⁵	tɯ⁵⁵	t ɯ ⁵⁵	i n t
1440	Sonaga (Xinfeng)	to kick	272	踢	tɯ⁵⁵	tɯ⁵⁵	t ɯ ⁵⁵	i n t
#
1551	Kua-nsi (Hedong)	to kill*	294	杀(杀鸡)	ɕi²¹̠	ɕi²¹	ɕ i ²¹	i n t
1552	Kua-nsi	to kill*	294	杀(杀鸡)	ɕie²¹	ɕie²¹	ɕ j e ²¹	i m n t
1553	Kuamasi	to kill*	294	杀(杀鸡)	si²¹̠	si²¹	s i ²¹	i n t
1554	Zibusi (Daqing)	to kill*	294	杀(杀鸡)	sai²¹	sai²¹	s ai ²¹	i n t
1555	Laizisi (Moguang)	to kill*	294	杀(杀鸡)	sai²¹	sai²¹	s ai ²¹	i n t
1556	Sonaga (Xinfeng)	to kill*	294	杀(杀鸡)	sai²¹	sai²¹	s ai ²¹	i n t
#
1441	Kua-nsi (Hedong)	to kneel	273	跪	dzɿ²¹	dzɿ²¹	dz ɿ ²¹	i n t
1442	Kuamasi	to kneel	273	跪	dʒɿ²¹	dʒɿ²¹	dʒ ɿ ²¹	i n t
1443	Zibusi (Daqing)	to kneel	273	跪	ɡo²¹	ɡo²¹	g o ²¹	i n t
1444	Laizisi (Moguang)	to kneel	273	跪	ɡɯ²¹	ɡɯ²¹	g ɯ ²¹	i n t
1445	Sonaga (Xinfeng)	to kneel	273	跪	ɡɨ²¹̪ _	ɡɨ²¹̪	g ɨ ²¹	i n t
#
1831	Kua-nsi (Hedong)	to know how to	348	会(会做)	la³³	la³³	l a ³³	i n t
1832	Kuamasi	to know how to	348	会(会做)	la³³	la³³	l a ³³	i n t
1833	Zibusi (Daqing)	to know how to	348	会(会做)	la³³	la³³	l a ³³	i n t
1834	Laizisi (Moguang)	to know how to	348	会(会做)	ko̠²¹	ko̠²¹	k o̠/o ²¹	i n t
1835	Sonaga (Xinfeng)	to know how to	348	会(会做)	kɤ̠²¹ ja²¹ _	kɤ̠²¹ja²¹	k ɤ̠/ɤ ²¹ + j a ²¹	i n t + i n t
#
1804	Kua-nsi (Hedong)	to know*	343	知道(懂)	ɕi³³	ɕi³³	ɕ i ³³	i n t
1805	Kua-nsi	to know*	343	知道(懂)	ɕi³³	ɕi³³	ɕ i ³³	i n t
1806	Kuamasi	to know*	343	知道(懂)	sua¹ piɛ³³	sua¹piɛ³³	s w a ¹ + p j ɛ ³³	i m n t + i m n t
1807	Zibusi (Daqing)	to know*	343	知道(懂)	sɛi³³	sɛi³³	s ɛi ³³	i n t
1808	Laizisi (Moguang)	to know*	343	知道(懂)	sɛi³³	sɛi³³	s ɛi ³³	i n t
1809	Sonaga (Xinfeng)	to know*	343	知道(懂)	sɛ³³ ja²¹	sɛ³³ja²¹	s ɛ ³³ + j a ²¹	i n t + i n t
#
1764	Kua-nsi (Hedong)	to laugh	335	笑	di²¹̠	di²¹	d i ²¹	i n t
1765	Kuamasi	to laugh	335	笑	di²¹	di²¹	d i ²¹	i n t
1766	Zibusi (Daqing)	to laugh	335	笑	dai²¹	dai²¹	d ai ²¹	i n t
1767	Laizisi (Moguang)	to laugh	335	笑	dai²¹	dai²¹	d ai ²¹	i n t
1768	Sonaga (Xinfeng)	to laugh	335	笑	ɣɯ̠³³	ɣɯ̠³³	ɣ ɯ̠/ɯ ³³	i n t
#
1348	Kua-nsi (Hedong)	to lick	255	舔	lia²¹	lia²¹	l j a ²¹	i m n t
1349	Kuamasi	to lick	255	舔	liɛ̠²¹	liɛ̠²¹	l j ɛ̠ ²¹	i m n t
1350	Zibusi (Daqing)	to lick	255	舔	lia²¹	lia²¹	l j a ²¹	i m n t
1351	Laizisi (Moguang)	to lick	255	舔	lia²¹	lia²¹	l j a ²¹	i m n t
1352	Sonaga (Xinfeng)	to lick	255	舔	la̠²¹	la̠²¹	l a̠/a ²¹	i n t
#
1457	Kua-nsi (Hedong)	to lift	276	提	di⁵⁵	di⁵⁵	d i ⁵⁵	i n t
1458	Kuamasi	to lift	276	提	di⁵⁵	di⁵⁵	d i ⁵⁵	i n t
1459	Zibusi (Daqing)	to lift	276	提	die⁵⁵	die⁵⁵	d j e ⁵⁵	i m n t
1460	Laizisi (Moguang)	to lift	276	提	di⁵⁵	di⁵⁵	d i ⁵⁵	i n t
1461	Sonaga (Xinfeng)	to lift	276	提	di⁵⁵	di⁵⁵	d i ⁵⁵	i n t
#
2170	Kua-nsi (Hedong)	to lift (over head)	412	举起	ta⁵⁵ vɨ⁵⁵̪	ta⁵⁵vɨ⁵⁵̪	t a ⁵⁵ + v ɨ ⁵⁵	i n t + i n t
2171	Kuamasi	to lift (over head)	412	举起	tɕyi²¹ to⁵⁵	tɕyi²¹to⁵⁵	tɕ ɥ i ²¹ + t o ⁵⁵	i m n t + i n t
2172	Zibusi (Daqing)	to lift (over head)	412	举起	tɕyi²¹ to⁵⁵	tɕyi²¹to⁵⁵	tɕ ɥ i ²¹ + t o ⁵⁵	i m n t + i n t
2173	Laizisi (Moguang)	to lift (over head)	412	举起	tɕyi²¹ to⁵⁵	tɕyi²¹to⁵⁵	tɕ ɥ i ²¹ + t o ⁵⁵	i m n t + i n t
2174	Sonaga (Xinfeng)	to lift (over head)	412	举起	yi⁵⁵ tɤ⁵⁵	yi⁵⁵tɤ⁵⁵	ɥ i ⁵⁵ + t ɤ ⁵⁵	i n t + i n t
#
1779	Kua-nsi (Hedong)	to like	338	喜欢(喜欢唱歌)	ɕi²¹ huã⁵⁵	ɕi²¹huã⁵⁵	ɕ i ²¹ + h w ã ⁵⁵	i n t + i m n t
1780	Kuamasi	to like	338	喜欢(喜欢唱歌)	ɕi²¹ huã⁵⁵	ɕi²¹huã⁵⁵	ɕ i ²¹ + h w ã ⁵⁵	i n t + i m n t
1781	Zibusi (Daqing)	to like	338	喜欢(喜欢唱歌)	ɕi²¹ hua⁵⁵	ɕi²¹hua⁵⁵	ɕ i ²¹ + h w a ⁵⁵	i n t + i m n t
1782	Laizisi (Moguang)	to like	338	喜欢(喜欢唱歌)	ɕi²¹ huã⁵⁵	ɕi²¹huã⁵⁵	ɕ i ²¹ + h w ã ⁵⁵	i n t + i m n t
1783	Sonaga (Xinfeng)	to like	338	喜欢(喜欢唱歌)	ɕi²¹ huã⁵⁵	ɕi²¹huã⁵⁵	ɕ i ²¹ + h w ã ⁵⁵	i n t + i m n t
#
1319	Kua-nsi (Hedong)	to listen*	250	听	ʔnu̠⁵⁵	ʔnu̠⁵⁵	ˀn u̠/u ⁵⁵	i n t
1320	Kua-nsi	to listen*	250	听	ʔnu̠⁵⁵	ʔnu̠⁵⁵	ˀn u̠/u ⁵⁵	i n t
1321	Kuamasi	to listen*	250	听	ʔnu̠⁵⁵	ʔnu̠⁵⁵	ˀn u̠/u ⁵⁵	i n t
1322	Zibusi (Daqing)	to listen*	250	听	nuɔ⁵⁵	nuɔ⁵⁵	n w ɔ ⁵⁵	i m n t
1323	Laizisi (Moguang)	to listen*	250	听	nu̠⁵⁵	nu̠⁵⁵	n u̠/u ⁵⁵	i n t
1324	Sonaga (Xinfeng)	to listen*	250	听	nu⁵⁵ dʑo²¹	nu⁵⁵dʑo²¹	n u ⁵⁵ + dʑ o ²¹	i n t + i n t
#
2144	Kua-nsi (Hedong)	to live	407	活	sa̠²¹	sa̠²¹	s a̠/a ²¹	i n t
2145	Kuamasi	to live	407	活	dʑa³³	dʑa³³	dʑ a ³³	i n t
2146	Zibusi (Daqing)	to live	407	活	dʑa³³	dʑa³³	dʑ a ³³	i n t
2147	Laizisi (Moguang)	to live	407	活	xã⁵⁵	xã⁵⁵	x ã ⁵⁵	i n t
2148	Sonaga (Xinfeng)	to live	407	活	xa̠⁵⁵	xa̠⁵⁵	x a̠/a ⁵⁵	i n t
#
1297	Kua-nsi (Hedong)	to look*	246	看	na³³	na³³	n a ³³	i n t
1298	Kua-nsi	to look*	246	看	na³³	na³³	n a ³³	i n t
1299	Kuamasi	to look*	246	看	ʔĩ⁵⁵	ʔĩ⁵⁵	ʔ ĩ ⁵⁵	i n t
1300	Zibusi (Daqing)	to look*	246	看	na³³	na³³	n a ³³	i n t
1301	Laizisi (Moguang)	to look*	246	看	ɕa⁵⁵	ɕa⁵⁵	ɕ a ⁵⁵	i n t
1302	Sonaga (Xinfeng)	to look*	246	看	to⁵⁵ tsɿ⁵⁵	to⁵⁵tsɿ⁵⁵	t o ⁵⁵ + ts ɿ ⁵⁵	i n t + i n t
#
1774	Kua-nsi (Hedong)	to love	337	爱(爱小孩)	tsɿ⁵⁵ tsʰɿ⁵⁵	tsɿ⁵⁵tsʰɿ⁵⁵	ts ɿ ⁵⁵ + tsʰ ɿ ⁵⁵	i n t + i n t
1775	Kuamasi	to love	337	爱(爱小孩)	ka⁵⁵	ka⁵⁵	k a ⁵⁵	i n t
1776	Zibusi (Daqing)	to love	337	爱(爱小孩)	ʔai³³	ʔai³³	ʔ ai ³³	i n t
1777	Laizisi (Moguang)	to love	337	爱(爱小孩)	ɕi²¹ huã⁵⁵	ɕi²¹huã⁵⁵	ɕ i ²¹ + h w ã ⁵⁵	i n t + i m n t
1778	Sonaga (Xinfeng)	to love	337	爱(爱小孩)	ʔai³³	ʔai³³	ʔ ai ³³	i n t
#
1738	Kua-nsi (Hedong)	to meet, come across	330	遇见	tʰu⁵⁵ ɣu³³ _	tʰu⁵⁵ɣu³³	tʰ u ⁵⁵ + ɣ u ³³	i n t + i n t
1739	Kuamasi	to meet, come across	330	遇见	yi⁵⁵ wu³³	yi⁵⁵wu³³	ɥ i ⁵⁵ + w u ³³	i n t + i n t
1740	Zibusi (Daqing)	to meet, come across	330	遇见	yi³³ da²¹, yi³³ wu³³	yi³³da²¹	ɥ i ³³ + d a ²¹	i n t + i n t
1741	Zibusi (Daqing)	to meet, come across	330	遇见	yi³³ da²¹, yi³³ wu³³	yi³³wu³³	ɥ i ³³ + w u ³³	i n t + i n t
1742	Laizisi (Moguang)	to meet, come across	330	遇见	dʒɿ⁵⁵ dzɿ⁵⁵	dʒɿ⁵⁵dzɿ⁵⁵	dʒ ɿ ⁵⁵ + dz ɿ ⁵⁵	i n t + i n t
1743	Sonaga (Xinfeng)	to meet, come across	330	遇见	dzɿ⁵⁵	dzɿ⁵⁵	dz ɿ ⁵⁵	i n t
#
1563	Kua-nsi (Hedong)	to mill	296	磨(磨米)	ɡa⁵⁵	ɡa⁵⁵	g a ⁵⁵	i n t
1564	Kuamasi	to mill	296	磨(磨米)	ɡa⁵⁵	ɡa⁵⁵	g a ⁵⁵	i n t
1565	Zibusi (Daqing)	to mill	296	磨(磨米)	ʔai²¹	ʔai²¹	ʔ ai ²¹	i n t
1566	Laizisi (Moguang)	to mill	296	磨(磨米)	ɡa⁵⁵	ɡa⁵⁵	g a ⁵⁵	i n t
1567	Sonaga (Xinfeng)	to mill	296	磨(磨米)	ŋwɛ²¹	ŋwɛ²¹	ŋ w ɛ ²¹	i m n t
#
1618	Kua-nsi (Hedong)	to open	307	开(开门)	pfʰɨ³³̪	pfʰɨ³³̪	pfʰ ɨ ³³	i n t
1619	Kuamasi	to open	307	开(开门)	pfʰɤ³³	pfʰɤ³³	pfʰ ɤ ³³	i n t
1620	Zibusi (Daqing)	to open	307	开(开门)	pfʰɤ³³	pfʰɤ³³	pfʰ ɤ ³³	i n t
1621	Laizisi (Moguang)	to open	307	开(开门)	fɤ³³	fɤ³³	f ɤ ³³	i n t
1622	Sonaga (Xinfeng)	to open	307	开(开门)	kʰɨ ̪³³, pfʰɨ³³̪	kʰɨ̪³³	kʰ ɨ̪/ɨ ³³	i n t
1623	Sonaga (Xinfeng)	to open	307	开(开门)	kʰɨ ̪³³, pfʰɨ³³̪	pfʰɨ³³̪	pfʰ ɨ ³³	i n t
#
2155	Kua-nsi (Hedong)	to owe	409	欠	bvɨ³³̪	bvɨ³³̪	bv ɨ ³³	i n t
2156	Kuamasi	to owe	409	欠	vɤ³³	vɤ³³	v ɤ ³³	i n t
2157	Zibusi (Daqing)	to owe	409	欠	bvɤ³³	bvɤ³³	bv ɤ ³³	i n t
2158	Laizisi (Moguang)	to owe	409	欠	vɤ³³	vɤ³³	v ɤ ³³	i n t
2159	Sonaga (Xinfeng)	to owe	409	欠	bvɨ³³̪	bvɨ³³̪	bv ɨ ³³	i n t
#
1650	Kua-nsi (Hedong)	to pack	313	装(装进袋里)	fɨ⁵⁵̪	fɨ⁵⁵̪	f ɨ ⁵⁵	i n t
1651	Kuamasi	to pack	313	装(装进袋里)	fɤ⁵⁵	fɤ⁵⁵	f ɤ ⁵⁵	i n t
1652	Zibusi (Daqing)	to pack	313	装(装进袋里)	kɯ³³	kɯ³³	k ɯ ³³	i n t
1653	Laizisi (Moguang)	to pack	313	装(装进袋里)	za̠²¹	za̠²¹	z a̠/a ²¹	i n t
1654	Sonaga (Xinfeng)	to pack	313	装(装进袋里)	na̠²¹	na̠²¹	n a̠/a ²¹	i n t
#
1593	Kua-nsi (Hedong)	to patch	302	补(补衣服)	pɯ³³	pɯ³³	p ɯ ³³	i n t
1594	Kuamasi	to patch	302	补(补衣服)	pɯ³³	pɯ³³	p ɯ ³³	i n t
1595	Zibusi (Daqing)	to patch	302	补(补衣服)	pɯ³³	pɯ³³	p ɯ ³³	i n t
1596	Laizisi (Moguang)	to patch	302	补(补衣服)	pɯ³³	pɯ³³	p ɯ ³³	i n t
1597	Sonaga (Xinfeng)	to patch	302	补(补衣服)	pɯ³³	pɯ³³	p ɯ ³³	i n t
#
2075	Kua-nsi (Hedong)	to peel	394	剥皮(削皮)	sɿ³³	sɿ³³	s ɿ ³³	i n t
2076	Kuamasi	to peel	394	剥皮(削皮)	sɿ³³	sɿ³³	s ɿ ³³	i n t
2077	Zibusi (Daqing)	to peel	394	剥皮(削皮)	ɕiɑu³³	ɕiɑu³³	ɕ j ɑu ³³	i m n t
2078	Laizisi (Moguang)	to peel	394	剥皮(削皮)	dʑi³³ lo³³	dʑi³³lo³³	dʑ i ³³ + l o ³³	i n t + i n t
2079	Sonaga (Xinfeng)	to peel	394	剥皮(削皮)	la̠⁵⁵	la̠⁵⁵	l a̠/a ⁵⁵	i n t
#
1406	Kua-nsi (Hedong)	to pick	266	摘(摘果子)	xu⁵⁵	xu⁵⁵	x u ⁵⁵	i n t
1407	Kuamasi	to pick	266	摘(摘果子)	hu⁵⁵	hu⁵⁵	h u ⁵⁵	i n t
1408	Zibusi (Daqing)	to pick	266	摘(摘果子)	xu⁵⁵	xu⁵⁵	x u ⁵⁵	i n t
1409	Laizisi (Moguang)	to pick	266	摘(摘果子)	kʰua̠²¹	kʰua̠²¹	kʰ w a̠ ²¹	i m n t
1410	Sonaga (Xinfeng)	to pick	266	摘(摘果子)	ta̠⁵⁵	ta̠⁵⁵	t a̠/a ⁵⁵	i n t
#
2180	Kua-nsi (Hedong)	to pinch	414	捏	ȵo³³	ȵo³³	ȵ o ³³	i n t
2181	Kuamasi	to pinch	414	捏	ʔȵũ³³	ʔȵũ³³	ˀȵ ũ ³³	i n t
2182	Zibusi (Daqing)	to pinch	414	捏	ʔjou³³	ʔjou³³	ˀj ou ³³	i n t
2183	Laizisi (Moguang)	to pinch	414	捏	ʔju̠⁵⁵	ʔju̠⁵⁵	ˀj u̠/u ⁵⁵	i n t
2184	Sonaga (Xinfeng)	to pinch	414	捏	nai²¹	nai²¹	n ai ²¹	i n t
#
1603	Kua-nsi (Hedong)	to plait	304	编(编辫子)	pʰi²¹	pʰi²¹	pʰ i ²¹	i n t
1604	Kuamasi	to plait	304	编(编辫子)	pʰi²¹	pʰi²¹	pʰ i ²¹	i n t
1605	Zibusi (Daqing)	to plait	304	编(编辫子)	pʰai²¹	pʰai²¹	pʰ ai ²¹	i n t
1606	Laizisi (Moguang)	to plait	304	编(编辫子)	pʰai²¹	pʰai²¹	pʰ ai ²¹	i n t
1607	Sonaga (Xinfeng)	to plait	304	编(编辫子)	pi⁵⁵	pi⁵⁵	p i ⁵⁵	i n t
#
1708	Kua-nsi (Hedong)	to play	324	玩耍	no³³ ɡu³³	no³³ɡu³³	n o ³³ + g u ³³	i n t + i n t
1709	Kuamasi	to play	324	玩耍	nũ³³ ɡu³³	nũ³³ɡu³³	n ũ ³³ + g u ³³	i n t + i n t
1710	Zibusi (Daqing)	to play	324	玩耍	ɕa⁵⁵ tʰɯ²¹	ɕa⁵⁵tʰɯ²¹	ɕ a ⁵⁵ + tʰ ɯ ²¹	i n t + i n t
1711	Laizisi (Moguang)	to play	324	玩耍	pai³³ ɡu³³	pai³³ɡu³³	p ai ³³ + g u ³³	i n t + i n t
1712	Sonaga (Xinfeng)	to play	324	玩耍	ɡa⁵⁵ ɡo³³	ɡa⁵⁵ɡo³³	g a ⁵⁵ + g o ³³	i n t + i n t
#
1426	Kua-nsi (Hedong)	to pull	270	拉(向前拉)	ɡa⁵⁵	ɡa⁵⁵	g a ⁵⁵	i n t
1427	Kuamasi	to pull	270	拉(向前拉)	ɡa⁵⁵	ɡa⁵⁵	g a ⁵⁵	i n t
1428	Zibusi (Daqing)	to pull	270	拉(向前拉)	ɡa⁵⁵	ɡa⁵⁵	g a ⁵⁵	i n t
1429	Laizisi (Moguang)	to pull	270	拉(向前拉)	tɕya⁵⁵	tɕya⁵⁵	tɕ ɥ a ⁵⁵	i m n t
1430	Sonaga (Xinfeng)	to pull	270	拉(向前拉)	dʑi³³	dʑi³³	dʑ i ³³	i n t
#
1431	Kua-nsi (Hedong)	to push	271	推	dɯ²¹	dɯ²¹	d ɯ ²¹	i n t
1432	Kuamasi	to push	271	推	dɯ²¹	dɯ²¹	d ɯ ²¹	i n t
1433	Zibusi (Daqing)	to push	271	推	dɯ²¹	dɯ²¹	d ɯ ²¹	i n t
1434	Laizisi (Moguang)	to push	271	推	dɯ²¹	dɯ²¹	d ɯ ²¹	i n t
1435	Sonaga (Xinfeng)	to push	271	推	dɯ²¹	dɯ²¹	d ɯ ²¹	i n t
#
1629	Kua-nsi (Hedong)	to put down	309	放(下)[放置]	fɨ⁵⁵̪	fɨ⁵⁵̪	f ɨ ⁵⁵	i n t
1630	Kuamasi	to put down	309	放(下)[放置]	fɤ⁵⁵	fɤ⁵⁵	f ɤ ⁵⁵	i n t
1631	Zibusi (Daqing)	to put down	309	放(下)[放置]	tu²¹	tu²¹	t u ²¹	i n t
1632	Laizisi (Moguang)	to put down	309	放(下)[放置]	za̠²¹	za̠²¹	z a̠/a ²¹	i n t
